frp,bright_ti4,bright_ti5,dist_refinery,dist_factory,dist_industrial_zone,dist_oil_gas,dist_mining,dist_forest,dist_agriculture,dist_powerplant,has_refinery_5km,has_powerplant_5km,has_factory_5km,has_industrial_2km,count_ind_5km,count_ref_5km,label,latitude,longitude
4.82,334.78,299.92,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.41854,80.18941
6.09,331.75,303.93,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.42361,80.5847
4.04,330.46,301.29,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.43706,80.33877
1.9,334.63,299.81,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.44123,80.37093
4.32,337.13,299.87,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.44242,80.37146
2.31,331.54,301.2,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.45904,80.40157
2.31,339.49,303.21,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.4631,80.4009
15.6,337.52,299.74,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.46341,81.0887
2.31,338.04,301.63,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.46372,80.40453
2.9,339.96,301.11,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.46717,80.40021
7.07,337.73,298.79,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.4673,81.08805
2.9,341.57,301.31,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.46778,80.40383
11.25,336.85,303.91,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.47152,80.72465
16.97,335.09,301.08,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.4955,80.82083
16.97,333.72,302.59,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.49863,80.81506
16.97,339.21,303.5,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.49946,80.82017
5.43,343.83,295.89,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.51547,80.31347
6.85,352.54,301.92,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.51704,80.59698
8.72,338.07,301.34,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.51814,80.67673
4.06,342.57,303.99,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.51878,80.7773
2.88,331.47,302.34,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.51968,80.43941
6.85,352.43,300.61,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.52105,80.59629
3.79,347.97,298.71,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.52566,80.47535
6.84,335.66,299.91,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.52771,80.89381
9.03,345.63,303.93,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.54025,80.51318
8.51,340.66,302.43,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.54781,80.68247
3.19,335.67,301.18,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.56386,80.50555
6.93,337.61,299.82,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.56749,80.72697
2.13,340.09,299.06,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.56789,80.50488
4.42,333.01,301.82,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.56902,80.48644
9.39,338.63,304.65,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.5695,80.76366
4.61,333.54,298.68,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.57147,80.7263
4.19,332.23,301.85,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.57321,80.5876
36.79,342.42,301.94,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.574,80.66736
4.18,345.29,302.14,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.57504,80.4455
6.1,331.51,303.41,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.57664,80.58342
4.19,344.12,303.41,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.57722,80.58692
6.36,336.18,297.34,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.59583,80.77507
5.22,334.4,300.96,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.59837,80.79054
7.46,339.09,304.42,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.60734,80.91888
11.2,338.67,305.61,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.60837,80.85137
9.51,337.07,301.26,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.62578,80.64729
8.57,341.22,303.08,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.65193,80.82672
4.65,332.35,301.39,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.65909,80.69933
7.16,336.5,302.11,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.66735,80.72438
7.77,335.43,301.67,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.67641,80.90026
7.56,334.14,301.98,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.68091,80.87888
22.07,349.12,303.14,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.68468,81.02161
9.97,333.31,299.08,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.68568,80.88323
4.45,332.11,299.8,2.858,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.68774,81.01603
4.6,339.6,301.29,2.858,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.69272,78.05309
6.31,347.78,301.94,2.858,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.69322,78.05519
4.74,331.91,300.81,2.858,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.69359,78.05819
13.58,331.19,300.82,2.858,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.70056,80.87553
5.11,343.55,298.99,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.74317,80.18766
5.24,330.89,301.1,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.86808,80.87281
12.27,338.63,301.45,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.89549,80.42211
12.27,343.18,303.43,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.8961,80.42565
5.7,340.85,301.46,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.91162,80.4194
5.41,332.26,304.48,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.9195,80.3924
8.63,332.13,303.85,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.92028,80.4216
11.59,344.04,301.73,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.92294,80.38815
2.26,334.03,300.17,2.858,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.02756,80.16605
2.67,332.18,300.5,2.858,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.02817,80.16972
6.08,340.69,302.74,2.858,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.05315,80.14268
4.72,337.68,302.26,2.858,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.05558,80.14168
2.14,335.52,302.37,2.857,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.08676,79.74698
6.52,339.59,302.9,2.857,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.08716,79.74696
2.14,330.38,301.39,2.857,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.08741,79.75088
3.67,338.19,304.88,2.857,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.10153,80.28739
2.27,333.64,304.01,2.857,0.45,0.45,2.091,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.10582,80.31257
6.48,336.96,306.35,2.857,0.45,0.45,2.091,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.11247,80.27811
7.03,338.33,305.64,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.24176,80.27779
6.81,330.46,304.59,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.25795,80.27505
11.04,367.0,305.78,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,mining_activity,9.39288,80.43707
11.04,343.24,304.09,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.39346,80.44057
6.2,348.3,303.23,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.39688,80.43639
1.33,334.62,302.84,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.40603,80.44202
3.55,342.93,302.94,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.41327,80.36134
3.02,332.41,302.67,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.41424,80.36042
4.54,347.73,305.36,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.41566,80.40079
1.94,330.74,302.54,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.41568,80.39275
3.96,342.87,303.93,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.41628,80.39626
3.96,342.6,305.49,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.41689,80.39977
4.57,338.11,305.15,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.41749,80.40327
4.54,330.1,303.87,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.41908,80.39658
2.16,337.98,303.28,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.42139,80.41061
2.16,333.99,303.32,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.42197,80.41412
4.15,343.88,303.37,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.4227,80.40959
4.15,349.88,304.67,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.4233,80.41309
10.51,367.0,305.8,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,mining_activity,9.4273,80.41241
2.36,333.51,304.04,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.4283,80.39423
3.35,340.36,303.64,2.856,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.44431,80.39148
25.84,342.55,304.4,2.856,0.45,0.45,2.09,3.773,1.836,1.082,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.53506,80.38695
8.92,342.46,305.45,2.856,0.45,0.45,2.09,3.773,1.835,1.082,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.57735,78.58523
4.83,345.28,302.98,2.856,0.45,0.45,2.09,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.60892,79.98938
2.34,335.9,300.71,2.856,0.45,0.45,2.09,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.63981,80.21948
4.14,333.48,302.49,2.856,0.45,0.45,2.09,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.64288,80.3102
2.81,331.06,302.61,2.856,0.45,0.45,2.09,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.6828,79.86526
3.49,333.13,302.84,2.856,0.45,0.45,2.09,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.77143,78.21916
3.51,330.36,302.93,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.8107,78.22701
8.44,336.99,305.57,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.223,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.95757,77.88288
11.36,337.66,305.78,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.223,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.95914,77.88472
6.17,339.99,305.78,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.223,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.96654,77.89884
13.59,343.87,306.5,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.223,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.96955,77.89621
3.0,343.88,303.84,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.223,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.99659,77.51824
8.15,334.74,303.41,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.223,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.99667,77.52258
8.15,345.21,304.53,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.223,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,10.015,78.08784
11.34,343.55,305.99,2.854,0.45,0.45,2.088,3.772,1.834,1.082,5.221,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,10.38719,79.27933
3.98,332.13,302.64,2.854,0.45,0.45,2.088,3.772,1.834,1.082,5.221,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,10.44507,78.80642
5.72,332.18,301.71,2.854,0.45,0.45,2.088,3.772,1.834,1.082,5.221,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,10.44559,78.8073
4.1,334.64,305.76,2.853,0.45,0.45,2.088,3.771,1.834,1.082,5.22,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,10.67588,78.80834
6.13,344.12,306.06,2.853,0.45,0.45,2.088,3.771,1.834,1.082,5.219,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,10.74769,78.83463
5.62,335.4,307.67,2.853,0.45,0.45,2.088,3.771,1.834,1.082,5.219,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,10.77378,78.65028
0.93,332.03,298.78,2.852,0.45,0.45,2.088,3.771,1.834,1.082,5.219,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,10.86091,79.81236
7.15,332.41,299.6,2.852,0.45,0.45,2.087,3.771,1.834,1.082,5.218,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.00781,77.43622
1.56,334.72,302.36,2.852,0.45,0.45,2.087,3.771,1.834,1.082,5.218,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.01218,79.41254
2.22,336.41,303.87,2.852,0.45,0.45,2.087,3.771,1.834,1.082,5.218,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.01958,79.83994
4.53,336.34,300.6,2.851,0.45,0.45,2.087,3.77,1.833,1.082,5.217,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.14795,78.03258
3.94,336.91,304.65,2.85,0.45,0.45,2.086,3.769,1.833,1.081,5.215,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.69378,79.12559
5.89,334.62,305.59,2.85,0.45,0.45,2.086,3.769,1.833,1.081,5.215,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.69394,79.12669
5.89,355.18,304.79,2.85,0.45,0.45,2.086,3.769,1.833,1.081,5.215,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.69813,79.12595
1.86,331.46,303.93,2.849,0.45,0.45,2.086,3.769,1.832,1.081,5.214,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.83094,79.66526
3.58,331.63,299.32,2.848,0.45,0.45,2.085,3.768,1.832,1.081,5.213,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.05853,79.84698
4.53,341.02,303.15,2.848,0.45,0.45,2.085,3.768,1.832,1.081,5.213,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.09285,79.56569
2.38,342.44,303.39,2.848,0.45,0.45,2.085,3.768,1.832,1.081,5.213,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.09304,79.56533
8.28,332.63,299.71,2.848,0.45,0.45,2.085,3.768,1.832,1.081,5.212,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.13102,78.14007
2.06,332.27,303.14,2.847,0.45,0.45,2.084,3.767,1.832,1.081,5.211,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.38799,79.56133
6.59,343.27,303.72,2.847,0.45,0.45,2.084,3.767,1.831,1.081,5.21,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.55496,79.97733
5.87,334.7,302.52,2.846,0.45,0.45,2.084,3.767,1.831,1.081,5.21,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.63548,79.86098
2.19,337.49,301.46,2.846,0.45,0.45,2.084,3.767,1.831,1.081,5.209,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.6515,79.40098
2.19,336.68,302.28,2.846,0.45,0.45,2.084,3.767,1.831,1.081,5.209,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.65554,79.40025
3.64,331.11,302.28,2.846,0.45,0.45,2.083,3.766,1.831,1.081,5.209,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,12.8083,79.95654
5.45,338.59,303.67,2.846,0.45,0.45,2.083,3.766,1.831,1.08,5.209,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.82044,79.10441
5.9,332.39,304.02,2.846,0.45,0.45,2.083,3.766,1.831,1.08,5.209,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,12.82455,79.10368
3.46,333.65,302.7,2.845,0.45,0.45,2.083,3.766,1.831,1.08,5.208,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.88371,78.21547
3.71,330.12,301.37,2.844,0.45,0.45,2.083,3.765,1.83,1.08,5.206,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,13.20734,79.73056
4.74,340.87,296.39,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.203,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,13.85649,79.3286
4.74,344.02,298.61,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.203,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,13.85709,79.33201
4.74,334.63,296.24,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.202,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,13.86103,79.33105
5.22,330.81,296.7,2.839,0.45,0.45,2.08,3.762,1.828,1.079,5.199,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,14.43501,77.70506
11.47,343.02,298.18,2.839,0.45,0.45,2.08,3.762,1.828,1.079,5.199,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,14.43581,77.70943
8.52,343.95,298.34,2.839,0.45,0.45,2.079,3.762,1.828,1.079,5.199,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,14.49206,77.77126
9.29,344.26,297.25,2.839,0.45,0.45,2.079,3.762,1.828,1.079,5.198,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,14.54064,79.68484
2.62,335.31,292.46,2.837,0.45,0.45,2.079,3.761,1.827,1.079,5.196,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,14.86462,77.31979
5.79,338.9,300.36,2.837,0.45,0.45,2.078,3.761,1.827,1.079,5.196,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,14.95313,79.62963
5.79,333.95,299.32,2.837,0.45,0.45,2.078,3.761,1.827,1.079,5.196,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,14.95399,79.63455
3.78,337.67,289.96,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,15.18663,76.75148
7.0,338.82,301.09,2.833,0.45,0.45,2.076,3.758,1.825,1.078,5.189,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.88618,79.82315
7.0,339.55,299.72,2.833,0.45,0.45,2.076,3.758,1.825,1.078,5.189,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,15.88993,79.82246
5.73,336.54,292.25,2.823,0.45,0.45,2.07,3.752,1.821,1.076,5.174,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,17.95781,80.79736
7.3,353.91,298.29,2.764,0.45,0.45,2.034,3.713,1.795,1.065,5.085,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,27.52273,68.33573
3.03,334.61,294.93,2.74,0.45,0.45,2.02,3.698,1.785,1.061,5.049,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,30.67169,73.90612
2.61,331.8,294.81,2.728,0.45,0.45,2.012,3.69,1.779,1.059,5.03,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,32.2988,73.30443
